"codigo","species","img"
"Nov41(15).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov41(15).jpg"
"Nov42(1).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov42(1).jpg"
"Nov42(4).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov42(4).jpg"
"nov46(11).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/nov46(11).jpg"
"nov46(18).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/nov46(18).jpg"
"nov56(6).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/nov56(6).jpg"
"Nov57(1).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov57(1).jpg"
"Nov57(2).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov57(2).jpg"
"Nov-01(1).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-01(1).jpg"
"Nov-06(17).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-06(17).jpg"
"Nov-25(10).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-25(10).jpg"
"Nov-25(12).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-25(12).jpg"
"Nov-25(14).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-25(14).jpg"
"Nov-25(15).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-25(15).jpg"
"Nov-28(3).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(3).jpg"
"Nov-28(4).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(4).jpg"
"Nov-28(5).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(5).jpg"
"Nov-28(6).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(6).jpg"
"Nov-28(7).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(7).jpg"
"Nov-28(8).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-28(8).jpg"
"Nov-30(1).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-30(1).jpg"
"Nov-30(9).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-30(9).jpg"
"Nov-33(2).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov-33(2).jpg"
"Nov38(4).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/Nov38(4).jpg"
"nov46(5).jpg","Pronotogrammus multifasciatus","figs/2015/Otolitos-Nov/Pronotogrammus multifasciatus/nov46(5).jpg"
"Nov-06(18).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov-06(18).jpg"
"Nov-06(7).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov-06(7).jpg"
"Nov-35(6).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov-35(6).jpg"
"Nov-36(1).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov-36(1).jpg"
"nov46(14).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(14).jpg"
"nov46(16).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(16).jpg"
"nov46(21).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(21).jpg"
"nov46(22).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(22).jpg"
"nov46(4).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(4).jpg"
"nov46(7).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/nov46(7).jpg"
"Nov52(4).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov52(4).jpg"
"Nov53(1).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov53(1).jpg"
"Nov54(1).jpg","Sebastes","figs/2015/Otolitos-Nov/Sebastes/Nov54(1).jpg"
"Nov-06(12).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-06(12).jpg"
"Nov-06(2).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-06(2).jpg"
"Nov-18(14).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-18(14).jpg"
"Nov-28(2).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-28(2).jpg"
"Nov-30(10).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(10).jpg"
"Nov-30(11).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(11).jpg"
"Nov-30(12).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(12).jpg"
"Nov-30(13).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(13).jpg"
"Nov-30(14).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(14).jpg"
"Nov-30(2).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(2).jpg"
"Nov-30(3).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(3).jpg"
"Nov-30(4).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(4).jpg"
"Nov-30(5).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(5).jpg"
"Nov-30(6).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(6).jpg"
"Nov-30(7).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(7).jpg"
"Nov-30(8).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-30(8).jpg"
"nov-35(1).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov-35(1).jpg"
"Nov-35(2).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-35(2).jpg"
"Nov-35(3).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-35(3).jpg"
"Nov-35(4).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-35(4).jpg"
"Nov-35(5).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-35(5).jpg"
"Nov-36(2).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-36(2).jpg"
"Nov-36(3).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/Nov-36(3).jpg"
"nov46(10).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov46(10).jpg"
"nov46(12).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov46(12).jpg"
"nov46(13).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov46(13).jpg"
"nov46(8).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov46(8).jpg"
"nov46(9).jpg","Selar crumenohpthalmus","figs/2015/Otolitos-Nov/Selar crumenohpthalmus/nov46(9).jpg"
"Nov58(2).jpg","Serranus","figs/2015/Otolitos-Nov/Serranus/Nov58(2).jpg"
"Nov-31(16).jpg","Spp1","figs/2015/Otolitos-Nov/Spp1/Nov-31(16).jpg"
"Nov-15(1).jpg","Spp2","figs/2015/Otolitos-Nov/Spp2/Nov-15(1).jpg"
"Nov-01(2).jpg","Spp3","figs/2015/Otolitos-Nov/Spp3/Nov-01(2).jpg"
"Nov-29(25).jpg","Spp3","figs/2015/Otolitos-Nov/Spp3/Nov-29(25).jpg"
"Nov-29(26).jpg","Spp3","figs/2015/Otolitos-Nov/Spp3/Nov-29(26).jpg"
"Nov46(1).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/Nov46(1).jpg"
"nov46(15).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(15).jpg"
"nov46(17).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(17).jpg"
"nov46(19).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(19).jpg"
"nov46(2).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(2).jpg"
"nov46(3).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(3).jpg"
"nov46(6).jpg","Spp4","figs/2015/Otolitos-Nov/Spp4/nov46(6).jpg"
"Nov-25(1).jpg","Spp5","figs/2015/Otolitos-Nov/Spp5/Nov-25(1).jpg"
"Nov41(3).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/Nov41(3).jpg"
"Nov43(1).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/Nov43(1).jpg"
"Nov48(18).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/Nov48(18).jpg"
"Nov48(4).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/Nov48(4).jpg"
"Nov48(65).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/Nov48(65).jpg"
"nov56(1).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/nov56(1).jpg"
"nov56(2).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/nov56(2).jpg"
"nov56(5).jpg","Spp6","figs/2015/Otolitos-Nov/Spp6/nov56(5).jpg"
"Nov43(2).jpg","Spp7","figs/2015/Otolitos-Nov/Spp7/Nov43(2).jpg"
"Nov43(4).jpg","Spp7","figs/2015/Otolitos-Nov/Spp7/Nov43(4).jpg"
"Nov43(5).jpg","Spp7","figs/2015/Otolitos-Nov/Spp7/Nov43(5).jpg"
"Nov44(1).jpg","Spp8","figs/2015/Otolitos-Nov/Spp8/Nov44(1).jpg"
"Nov44(2).jpg","Spp8","figs/2015/Otolitos-Nov/Spp8/Nov44(2).jpg"
"nov56(4).jpg","Spp8","figs/2015/Otolitos-Nov/Spp8/nov56(4).jpg"
"Nov48(26).jpg","Spp9","figs/2015/Otolitos-Nov/Spp9/Nov48(26).jpg"
"Nov48(30).jpg","Spp9","figs/2015/Otolitos-Nov/Spp9/Nov48(30).jpg"
"nov-18(1).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/nov-18(1).jpg"
"Nov-18(10).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(10).jpg"
"Nov-18(11).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(11).jpg"
"Nov-18(12).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(12).jpg"
"Nov-18(13).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(13).jpg"
"Nov-18(2).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(2).jpg"
"Nov-18(3).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(3).jpg"
"Nov-18(4).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(4).jpg"
"Nov-18(5).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(5).jpg"
"Nov-18(6).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(6).jpg"
"Nov-18(8).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(8).jpg"
"Nov-18(9).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-18(9).jpg"
"Nov-21(2).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-21(2).jpg"
"Nov-22(14).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-22(14).jpg"
"Nov-22(16).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-22(16).jpg"
"Nov-24(7).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-24(7).jpg"
"Nov-24(8).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-24(8).jpg"
"Nov-29(12).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-29(12).jpg"
"Nov-29(18).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-29(18).jpg"
"Nov-29(23).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-29(23).jpg"
"Nov-29(7).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-29(7).jpg"
"Nov-31(1).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(1).jpg"
"Nov-31(10).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(10).jpg"
"Nov-31(11).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(11).jpg"
"Nov-31(12).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(12).jpg"
"Nov-31(13).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(13).jpg"
"Nov-31(14).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(14).jpg"
"Nov-31(15).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(15).jpg"
"Nov-31(17).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(17).jpg"
"Nov-31(18).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(18).jpg"
"Nov-31(2).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(2).jpg"
"Nov-31(3).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(3).jpg"
"Nov-31(4).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(4).jpg"
"Nov-31(6).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(6).jpg"
"Nov-31(7).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(7).jpg"
"Nov-31(8).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(8).jpg"
"Nov-31(9).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov-31(9).jpg"
"Nov41(1).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(1).jpg"
"Nov41(10).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(10).jpg"
"Nov41(11).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(11).jpg"
"Nov41(12).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(12).jpg"
"Nov41(13).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(13).jpg"
"Nov41(16).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(16).jpg"
"Nov41(17).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(17).jpg"
"Nov41(18).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(18).jpg"
"Nov41(19).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(19).jpg"
"Nov41(2).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(2).jpg"
"Nov41(4).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(4).jpg"
"Nov41(5).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(5).jpg"
"Nov41(6).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(6).jpg"
"Nov41(7).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(7).jpg"
"Nov41(8).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(8).jpg"
"Nov41(9).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov41(9).jpg"
"Nov43(6).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov43(6).jpg"
"Nov43(7).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov43(7).jpg"
"Nov43(8).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov43(8).jpg"
"Nov48(14).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov48(14).jpg"
"Nov48(35).jpg","Symphurus sp","figs/2015/Otolitos-Nov/Symphurus sp/Nov48(35).jpg"
"Nov-04(1).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-04(1).jpg"
"Nov-21(4).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-21(4).jpg"
"Nov-21(5).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-21(5).jpg"
"Nov-21(6).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-21(6).jpg"
"nov-32(2).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/nov-32(2).jpg"
"Nov-32(4).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-32(4).jpg"
"Nov-32(6).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov-32(6).jpg"
"Nov45(3).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov45(3).jpg"
"Nov48(10).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(10).jpg"
"Nov48(11).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(11).jpg"
"Nov48(12).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(12).jpg"
"Nov48(13).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(13).jpg"
"Nov48(15).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(15).jpg"
"Nov48(16).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(16).jpg"
"Nov48(17).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(17).jpg"
"Nov48(19).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(19).jpg"
"Nov48(2).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(2).jpg"
"Nov48(20).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(20).jpg"
"Nov48(21).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(21).jpg"
"Nov48(22).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(22).jpg"
"Nov48(23).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(23).jpg"
"Nov48(24).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(24).jpg"
"Nov48(27).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(27).jpg"
"Nov48(28).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(28).jpg"
"Nov48(29).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(29).jpg"
"Nov48(3).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(3).jpg"
"Nov48(31).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(31).jpg"
"Nov48(32).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(32).jpg"
"Nov48(33).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(33).jpg"
"Nov48(36).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(36).jpg"
"Nov48(37).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(37).jpg"
"Nov48(38).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(38).jpg"
"Nov48(39).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(39).jpg"
"Nov48(40).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(40).jpg"
"Nov48(41).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(41).jpg"
"Nov48(42).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(42).jpg"
"Nov48(43).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(43).jpg"
"Nov48(44).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(44).jpg"
"Nov48(45).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(45).jpg"
"Nov48(46).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(46).jpg"
"Nov48(47).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(47).jpg"
"Nov48(48).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(48).jpg"
"Nov48(49).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(49).jpg"
"Nov48(50).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(50).jpg"
"Nov48(51).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(51).jpg"
"Nov48(52).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(52).jpg"
"Nov48(53).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(53).jpg"
"Nov48(54).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(54).jpg"
"Nov48(56).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(56).jpg"
"Nov48(57).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(57).jpg"
"Nov48(58).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(58).jpg"
"Nov48(59).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(59).jpg"
"Nov48(6).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(6).jpg"
"Nov48(60).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(60).jpg"
"Nov48(61).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(61).jpg"
"Nov48(62).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(62).jpg"
"Nov48(63).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(63).jpg"
"Nov48(7).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(7).jpg"
"Nov48(8).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(8).jpg"
"Nov48(9).jpg","Synodus","figs/2015/Otolitos-Nov/Synodus/Nov48(9).jpg"
"Nov-10(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-10(1).jpg"
"Nov-20(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-20(3).jpg"
"Nov-24(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(1).jpg"
"Nov-24(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(2).jpg"
"Nov-24(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(3).jpg"
"Nov-24(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(4).jpg"
"Nov-24(5).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(5).jpg"
"Nov-24(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-24(9).jpg"
"Nov-25(6).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-25(6).jpg"
"Nov-29(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-29(10).jpg"
"Nov-29(17).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-29(17).jpg"
"Nov-29(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-29(3).jpg"
"Nov-32(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(1).jpg"
"Nov-32(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(10).jpg"
"Nov-32(12).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(12).jpg"
"Nov-32(13).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(13).jpg"
"Nov-32(14).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(14).jpg"
"Nov-32(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(3).jpg"
"Nov-32(5).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(5).jpg"
"Nov-32(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(7).jpg"
"Nov-32(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(8).jpg"
"Nov-32(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov-32(9).jpg"
"Nov48(25).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov48(25).jpg"
"Nov58(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Nov/Vinciguerria lucetia/Nov58(4).jpg"
"Nov-01(3).jpg","Xenichthys agassizi","figs/2015/Otolitos-Nov/Xenichthys agassizi/Nov-01(3).jpg"
"Nov-01(4).jpg","Xenichthys agassizi","figs/2015/Otolitos-Nov/Xenichthys agassizi/Nov-01(4).jpg"
"Nov-01(5).jpg","Xenichthys agassizi","figs/2015/Otolitos-Nov/Xenichthys agassizi/Nov-01(5).jpg"
"Nov-01(6).jpg","Xenichthys agassizi","figs/2015/Otolitos-Nov/Xenichthys agassizi/Nov-01(6).jpg"
"Nov-06(10).jpg","Xenichthys agassizi","figs/2015/Otolitos-Nov/Xenichthys agassizi/Nov-06(10).jpg"
